trial_id,controller,push_magnitude_N,push_direction_deg,push_duration_s,impulse_Ns,success,failure_reason,recovered_at_s,recovery_latency_s,max_torso_error_rad,max_com_displacement_m,max_com_3d_displacement_m,max_joint_torque_Nm,max_contact_force_N,min_friction_margin,seed,mass_kg,force_over_mg,impulse_over_mass_m_s,scenario,description,step_triggered,attempted_step_count,landed_step_count,final_mode,final_phase
lateral_70N,adaptive_hybrid_se3_wbc,70.0,90.0,0.15,10.5,False,SLIP,2.3799999999999595,0.22999999999995957,0.051326521010452104,0.03776850804957892,0.03776856262860816,22.11110144881627,378.07515222777744,-2.220446049250313e-16,0,35.112142000000006,0.20322246198808921,0.2990418528154733,lateral_70N,lateral push; test direction-aware foot selection,False,0,0,double_support,stance
overload_100N,adaptive_hybrid_se3_wbc,100.0,0.0,0.15,15.0,False,FALL,,,2.1549640471449116,0.8864046804048233,1.0741055386062532,88.0,821.4843389701614,-2.220446049250313e-16,0,35.112142000000006,0.2903178028401275,0.4272026468792476,overload_100N,strong forward push; preserve a transparent failure case,True,1,0,failed_recovery,failed
stabilize_40N,adaptive_hybrid_se3_wbc,40.0,0.0,0.15,6.0,True,,2.1639999999999833,0.013999999999983359,0.03326929781621236,0.03227851082769344,0.03229572946811347,15.895965184521625,173.37974637488017,0.8898812334519066,0,35.112142000000006,0.11612712113605099,0.17088105875169904,stabilize_40N,small forward push; remain in double support,False,0,0,double_support,stance
step_75N,adaptive_hybrid_se3_wbc,75.0,0.0,0.15,11.25,False,FALL,,,1.976440132301473,1.0737831501659532,1.2325493597724464,85.66231166902335,1151.2874840801587,0.0,0,35.112142000000006,0.2177383521300956,0.3204019851594357,step_75N,near-boundary forward push; attempt measured foot recovery,True,2,1,failed_recovery,failed
