trial_id,controller,push_magnitude_N,push_direction_deg,push_duration_s,impulse_Ns,success,failure_reason,recovered_at_s,recovery_latency_s,max_torso_error_rad,max_com_displacement_m,max_joint_torque_Nm,max_contact_force_N,min_friction_margin,seed
pd_20_0,pd,20.0,0.0,0.15,3.0,True,,2.1519999999999846,0.0019999999999846807,0.02959395347291822,0.0071082300623980825,4.905997122244546,218.00102379330895,0.29254586019744866,0
pd_20_15,pd,20.0,14.999999999999998,0.15,3.0,True,,2.1519999999999846,0.0019999999999846807,0.030016099358424246,0.007233973014202359,5.183935157002828,216.62619895908722,0.294076863431345,0
pd_20_30,pd,20.0,29.999999999999996,0.15,3.0,True,,2.1519999999999846,0.0019999999999846807,0.028180548083359014,0.006802224111686259,5.481569669248624,240.0113766558419,0.29959509042108956,0
pd_20_45,pd,20.0,45.0,0.15,3.0,True,,2.1519999999999846,0.0019999999999846807,0.024698444066343174,0.005980079681931909,5.748854849676166,256.42136081296906,0.34097835229223805,0
pd_20_60,pd,20.0,59.99999999999999,0.15,3.0,True,,2.1519999999999846,0.0019999999999846807,0.02088090540928288,0.005098204723532344,5.915456021780942,240.8659549830714,0.3864057243364928,0
pd_20_75,pd,20.0,75.0,0.15,3.0,True,,2.1519999999999846,0.0019999999999846807,0.017731324287822543,0.004386782427965066,6.026000707583541,247.04550845820737,0.618001481609172,0
pd_20_90,pd,20.0,90.0,0.15,3.0,True,,2.1519999999999846,0.0019999999999846807,0.014714681959267367,0.0036666731496602174,6.053503203278324,249.16811251918506,0.618001481609172,0
pd_20_105,pd,20.0,105.00000000000001,0.15,3.0,True,,2.1519999999999846,0.0019999999999846807,0.014695246407400168,0.0035083006427872447,5.9998991231174745,247.79899205989722,0.618001481609172,0
pd_20_120,pd,20.0,119.99999999999999,0.15,3.0,True,,2.1519999999999846,0.0019999999999846807,0.014666923973988926,0.0034610213211664887,5.853941303651427,251.0966820107307,0.5654486291951775,0
pd_20_135,pd,20.0,135.0,0.15,3.0,True,,2.1519999999999846,0.0019999999999846807,0.014653147525441605,0.003418154573801706,5.6404049634455395,242.13297947726033,0.46356750502884436,0
pd_20_150,pd,20.0,150.0,0.15,3.0,True,,2.1519999999999846,0.0019999999999846807,0.014646083120219379,0.0033903092583185816,5.368195447604513,231.72788872954277,0.4106161669506333,0
pd_20_165,pd,20.0,165.0,0.15,3.0,True,,2.1519999999999846,0.0019999999999846807,0.014640685677699845,0.003378588665120514,5.055290565306172,208.88216067596258,0.40292942815846633,0
pd_20_180,pd,20.0,180.0,0.15,3.0,True,,2.1519999999999846,0.0019999999999846807,0.01460366323652531,0.0034588860648069614,4.905997122244546,200.77737344070076,0.35899426699834547,0
pd_20_195,pd,20.0,195.0,0.15,3.0,True,,2.1519999999999846,0.0019999999999846807,0.01464068567769981,0.003378588665120543,5.055290565303907,208.88216067460115,0.4029294281582092,0
pd_20_210,pd,20.0,210.00000000000003,0.15,3.0,True,,2.1519999999999846,0.0019999999999846807,0.014646083120219491,0.003390309258318701,5.368195447604468,231.72788872936627,0.41061616695075265,0
pd_20_225,pd,20.0,225.0,0.15,3.0,True,,2.1519999999999846,0.0019999999999846807,0.014653147525441494,0.0034181545738016733,5.640404963444538,242.1329794770978,0.4635675050308874,0
pd_20_240,pd,20.0,239.99999999999997,0.15,3.0,True,,2.1519999999999846,0.0019999999999846807,0.014666923973988931,0.0034610213211664228,5.853941303647423,251.0966820101461,0.5654486291965053,0
pd_20_255,pd,20.0,255.00000000000003,0.15,3.0,True,,2.1519999999999846,0.0019999999999846807,0.014695246407400157,0.0035083006427873336,5.999899123117274,247.79899206046522,0.618001481609172,0
pd_20_270,pd,20.0,270.0,0.15,3.0,True,,2.1519999999999846,0.0019999999999846807,0.01471468195926737,0.0036666731496601173,6.053503203277899,249.16811251858377,0.618001481609172,0
pd_20_285,pd,20.0,285.0,0.15,3.0,True,,2.1519999999999846,0.0019999999999846807,0.017731324287822675,0.004386782427965007,6.0260007075839805,247.0455084599984,0.618001481609172,0
pd_20_300,pd,20.0,300.0,0.15,3.0,True,,2.1519999999999846,0.0019999999999846807,0.020880905409282752,0.005098204723532239,5.915456021781678,240.86595498395351,0.3864057243336707,0
pd_20_315,pd,20.0,315.0,0.15,3.0,True,,2.1519999999999846,0.0019999999999846807,0.024698444066343514,0.00598007968193193,5.748854849688051,256.4213608134344,0.340978352292411,0
pd_20_330,pd,20.0,330.0,0.15,3.0,True,,2.1519999999999846,0.0019999999999846807,0.0281805480833597,0.006802224111686442,5.481569669248159,240.01137665621718,0.2995950904220358,0
pd_20_345,pd,20.0,345.0,0.15,3.0,True,,2.1519999999999846,0.0019999999999846807,0.030016099358423115,0.007233973014202077,5.183935157003378,216.62619896050776,0.2940768634301564,0
pd_40_0,pd,40.0,0.0,0.15,6.0,True,,2.1999999999999793,0.049999999999979394,0.05502437788338291,0.013283409913062807,9.321732452794208,235.2990865092279,0.0955283993477355,0
pd_40_15,pd,40.0,14.999999999999998,0.15,6.0,True,,2.2079999999999784,0.05799999999997851,0.05705476705323685,0.014176201445074183,9.059743887680577,327.23719895837917,0.16049665358066234,0
pd_40_30,pd,40.0,29.999999999999996,0.15,6.0,True,,2.1999999999999793,0.049999999999979394,0.052977183527418294,0.013147950802085974,8.323302368128793,335.0353999234863,0.19543888439817336,0
pd_40_45,pd,40.0,45.0,0.15,6.0,True,,2.183999999999981,0.033999999999981156,0.04587364106848541,0.011287219393246301,6.9787144579529485,338.53483577526976,0.23197443144566576,0
pd_40_60,pd,40.0,59.99999999999999,0.15,6.0,True,,2.1519999999999846,0.0019999999999846807,0.03582091322258649,0.008806704229476324,6.953824361551757,342.57669548549705,0.2516054165076922,0
pd_40_75,pd,40.0,75.0,0.15,6.0,True,,2.1519999999999846,0.0019999999999846807,0.023473983496552216,0.006026733858071189,7.296623896479828,314.2161309357813,0.2499367167803621,0
pd_40_90,pd,40.0,90.0,0.15,6.0,True,,2.1519999999999846,0.0019999999999846807,0.015645493305370142,0.004410711680894965,7.314816570848681,311.92873434851276,0.618001481609172,0
pd_40_105,pd,40.0,105.00000000000001,0.15,6.0,True,,2.1519999999999846,0.0019999999999846807,0.014668592090244981,0.0034174951294420317,7.267743447250709,306.9978585958573,0.35311467631941307,0
pd_40_120,pd,40.0,119.99999999999999,0.15,6.0,True,,2.1599999999999837,0.0099999999999838,0.01466359960116449,0.00333456694535558,6.941721428611206,341.9395269092422,0.19953199808101918,0
pd_40_135,pd,40.0,135.0,0.15,6.0,True,,2.1879999999999806,0.037999999999980716,0.019862407106150653,0.005358322831082441,6.634847054696361,339.115044627512,0.12289346859108574,0
pd_40_150,pd,40.0,150.0,0.15,6.0,True,,2.203999999999979,0.053999999999978954,0.027291530223040504,0.007081454259199322,6.9351228231653845,354.1677283208541,0.08571607676770177,0
pd_40_165,pd,40.0,165.0,0.15,6.0,True,,2.211999999999978,0.06199999999997807,0.03177452088590544,0.00806529547634626,7.657994419976496,238.61190887529443,0.16814210618272296,0
pd_40_180,pd,40.0,180.0,0.15,6.0,True,,2.211999999999978,0.06199999999997807,0.032360805024849414,0.007918970078533287,7.858724310446883,208.803263017926,0.18345137491079877,0
pd_40_195,pd,40.0,195.0,0.15,6.0,True,,2.211999999999978,0.06199999999997807,0.031774520885905676,0.008065295476346187,7.657994419976762,238.61190887588637,0.16814210618251924,0
pd_40_210,pd,40.0,210.00000000000003,0.15,6.0,True,,2.203999999999979,0.053999999999978954,0.0272915302230414,0.007081454259199528,6.935122823165877,354.1677283205478,0.08571607677817727,0
pd_40_225,pd,40.0,225.0,0.15,6.0,True,,2.1879999999999806,0.037999999999980716,0.019862407106150354,0.005358322831082187,6.634847054696676,339.11504462779885,0.12289346859075678,0
pd_40_240,pd,40.0,239.99999999999997,0.15,6.0,True,,2.1599999999999837,0.0099999999999838,0.014663599601164362,0.00333456694535558,6.941721428621674,341.9395269100477,0.19953199807910604,0
pd_40_255,pd,40.0,255.00000000000003,0.15,6.0,True,,2.1519999999999846,0.0019999999999846807,0.014668592090245096,0.003417495129442047,7.2677434472497335,306.99785859681845,0.35311467631694937,0
pd_40_270,pd,40.0,270.0,0.15,6.0,True,,2.1519999999999846,0.0019999999999846807,0.015645493305370392,0.004410711680894792,7.314816570847232,311.9287343449319,0.618001481609172,0
pd_40_285,pd,40.0,285.0,0.15,6.0,True,,2.1519999999999846,0.0019999999999846807,0.02347398349655218,0.006026733858070906,7.29662389647967,314.21613093529106,0.2499367167820804,0
pd_40_300,pd,40.0,300.0,0.15,6.0,True,,2.1519999999999846,0.0019999999999846807,0.03582091322258639,0.008806704229476263,6.953824361552186,342.5766954849439,0.2516054165078393,0
